type;created_at;snapshot_id;status;parent;branch;depth;idea;benchmark_preset;native_avg;native_p50;timsort_avg;timsort_p50;delta_vs_immediate_parent_overall_score_p50;display_preset_improvement_vs_native_avg;preset_score_p50;display_preset_improvement_vs_native_p50;anchor_id;anchor_score_p50;delta_vs_anchor_score_p50;suite_presets;primary_metric;preset_quick_score_p50;anchor_preset_quick_score_p50;delta_vs_anchor_preset_quick_score_p50;preset_medium_score_p50;anchor_preset_medium_score_p50;delta_vs_anchor_preset_medium_score_p50;preset_balanced_score_p50;anchor_preset_balanced_score_p50;delta_vs_anchor_preset_balanced_score_p50;passed;failed;total_ms;threshold;tests_failed;anchor_preset_score_p50;current_preset_score_p50;delta_vs_anchor_preset_score_p50;benchmark_step_total;iteration_total;suite_benchmark_current_total;suite_benchmark_parent_total;suite_benchmark_combined_total;overall_score_p50;anchor_overall_score_p50;delta_vs_anchor_overall_score_p50;anchor_improvement_vs_native_overall_p50;improvement_vs_native_overall_p50
snapshot;2026-03-22T01:19:24.870Z;0116;loser;0115;B04.S02.S02.S02.S03;4;implementation: BULK_COPY_THRESHOLD 128->256 (case4 path);medium;56,520 ms;51,348 ms;55,268 ms;54,507 ms;0,188%;2,214%;0,959269;4,073%;0039;0,968086;-4,526%;quick,medium,balanced;overall_geomean_score_p50;1,058767;0,954028;-10,979%;0,959269;0,978783;1,994%;1,020165;0,971615;-4,997%;7/7;0;266,255 ms;1,00%;0;0,978783;0,959269;1,994%;77809,000 ms (77,809 s);78088,000 ms (78,088 s);38234,992 ms (38,235 s);38951,513 ms (38,952 s);77186,506 ms (77,187 s);1,011899;0,968086;-4,526%;3,191%;-1,190%
snapshot;2026-03-22T01:21:00.051Z;0117;loser;0116;B04.S02.S02.S02.S03;5;implementation: BULK_COPY_THRESHOLD 256->512 (case4 path);medium;61,550 ms;63,474 ms;56,689 ms;52,164 ms;1,680%;7,897%;0,916041;8,396%;0039;0,990922;-0,401%;quick,medium,balanced;overall_geomean_score_p50;1,104383;1,037866;-6,409%;0,916041;0,962232;4,800%;0,973413;0,974311;0,092%;7/7;0;291,649 ms;1,00%;0;0,962232;0,916041;4,800%;79152,000 ms (79,152 s);79462,000 ms (79,462 s);39148,901 ms (39,149 s);39385,546 ms (39,386 s);78534,447 ms (78,534 s);0,994895;0,990922;-0,401%;0,908%;0,511%
snapshot;2026-03-22T01:22:48.297Z;0118;loser;0030;B04.S02.S02.S03;1;algorithm: DEFAULT_MIN_GALLOPING 8->9 from anchor 0030;medium;57,391 ms;55,268 ms;54,698 ms;49,347 ms;-5,316%;4,692%;0,963918;3,608%;0030;0,980560;0,368%;quick,medium,balanced;overall_geomean_score_p50;1,036882;0,989538;-4,784%;0,963918;0,977691;1,409%;0,932925;0,974516;4,268%;7/7;0;272,823 ms;1,00%;0;0,977691;0,963918;1,409%;77151,000 ms (77,151 s);77437,000 ms (77,437 s);38579,226 ms (38,579 s);37953,283 ms (37,953 s);76532,509 ms (76,533 s);0,976949;0,980560;0,368%;1,944%;2,305%
snapshot;2026-03-22T01:24:22.308Z;0119;loser;0118;B04.S02.S02.S03;2;algorithm: DEFAULT_MIN_MERGE 32->40 with MIN_GALLOPING=9;medium;57,301 ms;51,992 ms;55,009 ms;50,895 ms;-0,984%;4,000%;0,951638;4,836%;0030;0,964082;-2,332%;quick,medium,balanced;overall_geomean_score_p50;1,015484;0,992758;-2,289%;0,951638;0,967432;1,633%;0,993645;0,932992;-6,501%;7/7;0;314,493 ms;1,00%;0;0,967432;0,951638;1,633%;78565,000 ms (78,565 s);78895,000 ms (78,895 s);38620,723 ms (38,621 s);39327,096 ms (39,327 s);77947,819 ms (77,948 s);0,986564;0,964082;-2,332%;3,592%;1,344%
snapshot;2026-03-22T01:26:00.544Z;0120;loser;0119;B04.S02.S02.S03;3;algorithm: DEFAULT_MIN_GALLOPING 9->8 with MIN_MERGE=40 threshold512;medium;60,011 ms;58,279 ms;55,096 ms;58,764 ms;4,670%;8,190%;0,941594;5,841%;0030;0,946779;0,664%;quick,medium,balanced;overall_geomean_score_p50;0,930841;0,947721;1,781%;0,941594;0,947039;0,575%;0,949128;0,945579;-0,375%;7/7;0;280,087 ms;1,00%;0;0,947039;0,941594;0,575%;77663,000 ms (77,663 s);77956,000 ms (77,956 s);38701,022 ms (38,701 s);38342,915 ms (38,343 s);77043,937 ms (77,044 s);0,940491;0,946779;0,664%;5,322%;5,951%
snapshot;2026-03-22T01:27:33.479Z;0121;loser;0120;B04.S02.S02.S03;4;implementation: BULK_COPY_THRESHOLD 512->384 on near-win config (MIN_MERGE40, MIN_GALLOPING8);medium;56,022 ms;52,105 ms;55,192 ms;50,152 ms;-6,252%;1,481%;0,973763;2,624%;0030;0,992607;-0,673%;quick,medium,balanced;overall_geomean_score_p50;1,067505;1,004653;-6,256%;0,973763;0,993526;1,989%;0,959963;0,979799;2,025%;7/7;0;306,210 ms;1,00%;0;0,993526;0,973763;1,989%;76428,000 ms (76,428 s);76747,000 ms (76,747 s);37860,957 ms (37,861 s);37948,782 ms (37,949 s);75809,739 ms (75,810 s);0,999292;0,992607;-0,673%;0,739%;0,071%
snapshot;2026-03-22T01:29:19.059Z;0122;loser;0121;B04.S02.S02.S03;5;algorithm: MIN_GALLOPING 8->7 and BULK_COPY_THRESHOLD 384->512;medium;56,666 ms;53,085 ms;53,863 ms;51,663 ms;1,323%;4,946%;0,959747;4,025%;0030;0,979951;-0,624%;quick,medium,balanced;overall_geomean_score_p50;1,010066;0,994637;-1,551%;0,959747;0,979663;2,033%;0,989036;0,965766;-2,409%;7/7;0;264,518 ms;1,00%;0;0,979663;0,959747;2,033%;76143,000 ms (76,143 s);76422,000 ms (76,422 s);37741,445 ms (37,741 s);37800,774 ms (37,801 s);75542,219 ms (75,542 s);0,986067;0,979951;-0,624%;2,005%;1,393%
snapshot;2026-03-22T09:46:41.380Z;0123;loser;0023;B04.S02.S03;1;implementation: anchor 0023 sibling S03 BULK_COPY_THRESHOLD 256->640;medium;60,586 ms;61,550 ms;53,963 ms;47,984 ms;6,659%;10,932%;0,907851;9,215%;0023;0,959198;0,214%;quick,medium,balanced;overall_geomean_score_p50;1,008160;0,995276;-1,295%;0,907851;0,963701;5,795%;0,958054;0,920110;-4,124%;7/7;0;273,171 ms;1,00%;0;0,963701;0,907851;5,795%;78029,000 ms (78,029 s);78315,000 ms (78,315 s);38295,936 ms (38,296 s);39122,209 ms (39,122 s);77418,145 ms (77,418 s);0,957146;0,959198;0,214%;4,080%;4,285%
snapshot;2026-03-22T09:48:17.583Z;0124;loser;0123;B04.S02.S03;2;implementation: BULK_COPY_THRESHOLD 640->512 on anchor 0023 S03 chain;medium;57,146 ms;56,322 ms;56,519 ms;60,392 ms;-2,689%;1,096%;0,989570;1,043%;0023;0,996883;1,404%;quick,medium,balanced;overall_geomean_score_p50;1,004437;1,029863;2,469%;0,989570;0,980518;-0,923%;0,955292;0,981066;2,627%;7/7;0;289,638 ms;1,00%;0;0,980518;0,989570;-0,923%;77100,000 ms (77,100 s);77403,000 ms (77,403 s);38704,556 ms (38,705 s);37735,487 ms (37,735 s);76440,043 ms (76,440 s);0,982883;0,996883;1,404%;0,312%;1,712%
snapshot;2026-03-22T09:49:50.733Z;0125;loser;0124;B04.S02.S03;3;algorithm: DEFAULT_MIN_GALLOPING 8->7 with BULK_COPY_THRESHOLD=512;medium;57,428 ms;52,333 ms;55,359 ms;57,793 ms;-1,006%;3,603%;0,939731;6,027%;0023;0,988213;-0,461%;quick,medium,balanced;overall_geomean_score_p50;1,050221;1,011280;-3,851%;0,939731;0,978529;3,965%;0,991417;0,975228;-1,660%;7/7;0;266,902 ms;1,00%;0;0,978529;0,939731;3,965%;76213,000 ms (76,213 s);76494,000 ms (76,494 s);37567,679 ms (37,568 s);38024,179 ms (38,024 s);75591,858 ms (75,592 s);0,992766;0,988213;-0,461%;1,179%;0,723%
snapshot;2026-03-22T09:51:28.574Z;0126;winner;0125;B04.S02.S03;4;algorithm: DEFAULT_MIN_GALLOPING 7->9 with BULK_COPY_THRESHOLD=512;medium;58,969 ms;53,446 ms;57,083 ms;54,941 ms;1,276%;3,198%;0,953563;4,644%;0023;0,998920;1,884%;quick,medium,balanced;overall_geomean_score_p50;1,026662;1,031624;0,481%;0,953563;0,976403;2,339%;0,961695;0,989559;2,816%;7/7;0;273,685 ms;1,00%;0;0,976403;0,953563;2,339%;77979,000 ms (77,979 s);78264,000 ms (78,264 s);38766,294 ms (38,766 s);38620,451 ms (38,620 s);77386,745 ms (77,387 s);0,980102;0,998920;1,884%;0,108%;1,990%
snapshot;2026-03-22T09:53:13.156Z;0127;loser;0126;B04.S02.S03.S01;1;implementation: anchor 0126 sibling S01 BULK_COPY_THRESHOLD 512->640;medium;57,483 ms;55,148 ms;58,163 ms;55,151 ms;-1,251%;-1,183%;1,000742;-0,074%;0126;0,952744;-4,159%;quick,medium,balanced;overall_geomean_score_p50;1,020809;0,960303;-6,301%;1,000742;0,962882;-3,932%;0,956644;0,935291;-2,283%;7/7;0;271,522 ms;1,00%;0;0,962882;1,000742;-3,932%;77723,000 ms (77,723 s);78008,000 ms (78,008 s);38503,793 ms (38,504 s);38586,387 ms (38,586 s);77090,180 ms (77,090 s);0,992367;0,952744;-4,159%;4,726%;0,763%
snapshot;2026-03-22T09:54:50.738Z;0128;loser;0127;B04.S02.S03.S01;2;implementation: BULK_COPY_THRESHOLD 640->384 on anchor 0126 S01 chain;medium;55,611 ms;52,909 ms;54,039 ms;49,839 ms;-0,777%;2,828%;0,972490;2,751%;0126;0,991824;-0,832%;quick,medium,balanced;overall_geomean_score_p50;1,066314;1,022133;-4,322%;0,972490;0,984516;1,221%;0,964568;0,969559;0,515%;7/7;0;259,948 ms;1,00%;0;0,984516;0,972490;1,221%;75634,000 ms (75,634 s);75908,000 ms (75,908 s);37374,006 ms (37,374 s);37638,953 ms (37,639 s);75012,959 ms (75,013 s);1,000079;0,991824;-0,832%;0,818%;-0,008%
snapshot;2026-03-22T09:56:28.860Z;0129;loser;0128;B04.S02.S03.S01;3;algorithm: DEFAULT_MIN_GALLOPING 9->10 with BULK_COPY_THRESHOLD=384;medium;56,678 ms;51,795 ms;55,521 ms;47,401 ms;-2,376%;2,040%;0,977039;2,296%;0126;0,935478;-9,446%;quick,medium,balanced;overall_geomean_score_p50;1,127362;0,933778;-20,731%;0,977039;0,898451;-8,747%;0,974363;0,975804;0,148%;7/7;0;281,125 ms;1,00%;0;0,898451;0,977039;-8,747%;76937,000 ms (76,937 s);77231,000 ms (77,231 s);37933,094 ms (37,933 s);38422,618 ms (38,423 s);76355,712 ms (76,356 s);1,023840;0,935478;-9,446%;6,452%;-2,384%
snapshot;2026-03-22T09:58:05.799Z;0130;loser;0129;B04.S02.S03.S01;4;algorithm: DEFAULT_MIN_GALLOPING 10->8 with BULK_COPY_THRESHOLD=384;medium;55,516 ms;52,541 ms;53,170 ms;48,793 ms;1,355%;4,225%;0,967211;3,279%;0126;0,954771;-5,781%;quick,medium,balanced;overall_geomean_score_p50;1,062286;0,944552;-12,465%;0,967211;0,948595;-1,962%;1,002659;0,971385;-3,220%;7/7;0;288,584 ms;1,00%;0;0,948595;0,967211;-1,962%;75733,000 ms (75,733 s);76033,000 ms (76,033 s);37859,462 ms (37,859 s);37291,158 ms (37,291 s);75150,619 ms (75,151 s);1,009963;0,954771;-5,781%;4,523%;-0,996%
snapshot;2026-03-22T09:59:38.205Z;0131;winner;0130;B04.S02.S03.S01;5;implementation: BULK_COPY_THRESHOLD 384->512 with MIN_GALLOPING=8;medium;55,013 ms;55,621 ms;53,213 ms;50,205 ms;4,452%;3,271%;0,961638;3,836%;0126;0,985948;2,124%;quick,medium,balanced;overall_geomean_score_p50;0,960569;1,005764;4,494%;0,961638;0,962586;0,098%;0,972851;0,989979;1,730%;7/7;0;272,826 ms;1,00%;0;0,962586;0,961638;0,098%;74467,000 ms (74,467 s);74753,000 ms (74,753 s);36814,076 ms (36,814 s);37044,889 ms (37,045 s);73858,965 ms (73,859 s);0,965004;0,985948;2,124%;1,405%;3,500%
snapshot;2026-03-22T10:01:21.837Z;0132;loser;0131;B04.S02.S03.S01.S01;1;algorithm: anchor 0131 sibling S01 MIN_GALLOPING 8->9;medium;56,633 ms;54,018 ms;54,885 ms;53,638 ms;-3,304%;3,088%;0,975543;2,446%;0131;0,978733;-1,855%;quick,medium,balanced;overall_geomean_score_p50;1,056691;0,983884;-7,400%;0,975543;0,968022;-0,777%;0,961048;0,984380;2,370%;7/7;0;259,215 ms;1,00%;0;0,968022;0,975543;-0,777%;76648,000 ms (76,648 s);76920,000 ms (76,920 s);38108,684 ms (38,109 s);37930,598 ms (37,931 s);76039,282 ms (76,039 s);0,996888;0,978733;-1,855%;2,127%;0,311%
snapshot;2026-03-22T10:02:57.938Z;0133;loser;0132;B04.S02.S03.S01.S01;2;algorithm: MIN_GALLOPING 9->7 from 0132;medium;55,282 ms;53,934 ms;53,817 ms;49,432 ms;0,426%;2,651%;0,970021;2,998%;0131;0,986357;-0,637%;quick,medium,balanced;overall_geomean_score_p50;1,052627;0,981871;-7,206%;0,970021;0,990311;2,049%;0,957905;0,986906;2,939%;7/7;0;276,472 ms;1,00%;0;0,990311;0,970021;2,049%;74767,000 ms (74,767 s);75055,000 ms (75,055 s);37147,203 ms (37,147 s);37034,354 ms (37,034 s);74181,556 ms (74,182 s);0,992642;0,986357;-0,637%;1,364%;0,736%
snapshot;2026-03-22T10:08:56.739Z;0134;loser;0133;B04.S02.S03.S01.S01;3;algorithm: DEFAULT_MIN_MERGE 32->40 with MIN_GALLOPING=7 threshold512;medium;56,106 ms;50,768 ms;54,237 ms;50,020 ms;-1,365%;3,333%;0,976032;2,397%;0131;0,981761;-2,488%;quick,medium,balanced;overall_geomean_score_p50;1,060019;1,004602;-5,516%;0,976032;0,970107;-0,611%;0,984598;0,970964;-1,404%;7/7;0;286,782 ms;1,00%;0;0,970107;0,976032;-0,611%;77115,000 ms (77,115 s);77415,000 ms (77,415 s);39001,592 ms (39,002 s);37496,154 ms (37,496 s);76497,746 ms (76,498 s);1,006187;0,981761;-2,488%;1,824%;-0,619%
snapshot;2026-03-22T10:10:45.038Z;0135;loser;0134;B04.S02.S03.S01.S01;4;implementation: copyFromBuffer tiny-count fast path (<=8);medium;56,157 ms;55,698 ms;54,730 ms;52,226 ms;1,159%;2,540%;0,982569;1,743%;0131;0,983963;-1,073%;quick,medium,balanced;overall_geomean_score_p50;1,018686;1,008691;-0,991%;0,982569;0,987282;0,477%;0,982740;0,956613;-2,731%;7/7;0;294,830 ms;1,00%;0;0,987282;0,982569;0,477%;76154,000 ms (76,154 s);76463,000 ms (76,463 s);37628,881 ms (37,629 s);37927,991 ms (37,928 s);75556,872 ms (75,557 s);0,994521;0,983963;-1,073%;1,604%;0,548%
snapshot;2026-03-22T10:12:23.687Z;0136;loser;0135;B04.S02.S03.S01.S01;5;implementation: anchor constants restore (MIN_MERGE32, MIN_GALLOPING8) + tiny copyFromBuffer path;medium;56,696 ms;56,228 ms;55,338 ms;54,763 ms;-1,061%;2,396%;0,973909;2,609%;0131;0,998929;-0,615%;quick,medium,balanced;overall_geomean_score_p50;1,055436;1,046940;-0,811%;0,973909;0,980805;0,703%;0,987748;0,970732;-1,753%;7/7;0;276,511 ms;1,00%;0;0,980805;0,973909;0,703%;76371,000 ms (76,371 s);76663,000 ms (76,663 s);38124,965 ms (38,125 s);37626,180 ms (37,626 s);75751,145 ms (75,751 s);1,005076;0,998929;-0,615%;0,107%;-0,508%
snapshot;2026-03-22T10:14:05.006Z;0137;loser;0131;B04.S02.S03.S01.S02;1;implementation: anchor 0131 sibling S02 DEFAULT_TMP_STORAGE_LENGTH 256->320;medium;54,803 ms;54,339 ms;53,707 ms;49,308 ms;-2,000%;2,000%;0,971403;2,860%;0131;0,993239;0,899%;quick,medium,balanced;overall_geomean_score_p50;1,014800;1,045665;2,952%;0,971403;0,969627;-0,183%;0,967411;0,966415;-0,103%;7/7;0;264,482 ms;1,00%;0;0,969627;0,971403;-0,183%;75483,000 ms (75,483 s);75761,000 ms (75,761 s);37253,947 ms (37,254 s);37589,991 ms (37,590 s);74843,938 ms (74,844 s);0,984306;0,993239;0,899%;0,676%;1,569%
snapshot;2026-03-22T10:15:42.672Z;0138;loser;0137;B04.S02.S03.S01.S02;2;implementation: near-win tune BULK_COPY_THRESHOLD 512->448 (TMP=320);medium;55,296 ms;52,315 ms;53,721 ms;50,769 ms;-0,618%;2,849%;0,973447;2,655%;0131;0,983744;-0,675%;quick,medium,balanced;overall_geomean_score_p50;1,030974;0,986321;-4,527%;0,973447;0,958594;-1,549%;0,967949;1,006918;3,870%;7/7;0;276,107 ms;1,00%;0;0,958594;0,973447;-1,549%;75384,000 ms (75,384 s);75678,000 ms (75,678 s);37213,976 ms (37,214 s);37536,205 ms (37,536 s);74750,181 ms (74,750 s);0,990385;0,983744;-0,675%;1,626%;0,961%
snapshot;2026-03-22T10:17:19.758Z;0139;loser;0138;B04.S02.S03.S01.S02;3;algorithm: DEFAULT_MIN_GALLOPING 8->7 with TMP=320 threshold448;medium;56,965 ms;52,796 ms;54,874 ms;49,637 ms;-0,566%;3,670%;0,966269;3,373%;0131;0,982839;-1,338%;quick,medium,balanced;overall_geomean_score_p50;1,065693;0,997005;-6,889%;0,966269;0,963634;-0,273%;0,959479;0,988183;2,905%;7/7;0;266,896 ms;1,00%;0;0,963634;0,966269;-0,273%;76542,000 ms (76,542 s);76822,000 ms (76,822 s);38001,527 ms (38,002 s);37918,577 ms (37,919 s);75920,104 ms (75,920 s);0,995990;0,982839;-1,338%;1,716%;0,401%
snapshot;2026-03-22T10:18:57.362Z;0140;loser;0139;B04.S02.S03.S01.S02;4;implementation: BULK_COPY_THRESHOLD 448->512 with TMP=320 MIN_GALLOPING=7;medium;57,155 ms;54,733 ms;56,174 ms;57,130 ms;0,555%;1,716%;0,938911;6,109%;0131;0,979709;-1,098%;quick,medium,balanced;overall_geomean_score_p50;1,047571;0,963916;-8,679%;0,938911;0,983415;4,525%;0,987893;0,992008;0,415%;7/7;0;273,115 ms;1,00%;0;0,983415;0,938911;4,525%;76011,000 ms (76,011 s);76297,000 ms (76,297 s);38043,916 ms (38,044 s);37381,223 ms (37,381 s);75425,139 ms (75,425 s);0,990465;0,979709;-1,098%;2,029%;0,953%
snapshot;2026-03-22T10:20:36.073Z;0141;loser;0140;B04.S02.S03.S01.S02;5;algorithm: MIN_MERGE 32->40 and MIN_GALLOPING 7->8 with TMP=320 threshold512;medium;58,069 ms;58,349 ms;54,249 ms;50,547 ms;1,210%;6,577%;0,945454;5,455%;0131;0,989693;1,133%;quick,medium,balanced;overall_geomean_score_p50;1,025437;0,986811;-3,914%;0,945454;0,989791;4,479%;0,966299;0,992485;2,638%;7/7;0;277,581 ms;1,00%;0;0,989791;0,945454;4,479%;75953,000 ms (75,953 s);76247,000 ms (76,247 s);37657,897 ms (37,658 s);37687,461 ms (37,687 s);75345,357 ms (75,345 s);0,978484;0,989693;1,133%;1,031%;2,152%
snapshot;2026-03-22T10:22:08.075Z;0142;loser;0131;B04.S02.S03.S01.S03;1;implementation: anchor 0131 sibling S03 MAX_TIMSORT_STATE_POOL_SIZE 1->2;medium;56,207 ms;52,217 ms;55,826 ms;49,973 ms;-6,033%;0,678%;0,985441;1,456%;0131;0,970910;-5,388%;quick,medium,balanced;overall_geomean_score_p50;1,110660;0,969114;-14,606%;0,985441;0,971405;-1,445%;0,978809;0,972213;-0,678%;7/7;0;270,720 ms;1,00%;0;0,971405;0,985441;-1,445%;73561,000 ms (73,561 s);73845,000 ms (73,845 s);37212,259 ms (37,212 s);35671,579 ms (35,672 s);72883,838 ms (72,884 s);1,023222;0,970910;-5,388%;2,909%;-2,322%
snapshot;2026-03-22T10:23:50.283Z;0143;loser;0142;B04.S02.S03.S01.S03;2;implementation: revert pool size 2->1 and raise MAX_POOLED_TMP_LENGTH 64->128;medium;56,721 ms;52,227 ms;53,319 ms;50,314 ms;3,131%;5,997%;0,942612;5,739%;0131;0,991965;0,079%;quick,medium,balanced;overall_geomean_score_p50;1,029744;1,050284;1,956%;0,942612;0,970755;2,899%;1,003231;0,957354;-4,792%;7/7;0;270,758 ms;1,00%;0;0,970755;0,942612;2,899%;75806,000 ms (75,806 s);76090,000 ms (76,090 s);37500,429 ms (37,500 s);37684,424 ms (37,684 s);75184,853 ms (75,185 s);0,991184;0,991965;0,079%;0,804%;0,882%
snapshot;2026-03-22T10:25:26.589Z;0144;winner;0143;B04.S02.S03.S01.S03;3;algorithm: MIN_MERGE 32->40 with pool cap 128;medium;56,125 ms;51,864 ms;53,522 ms;48,904 ms;1,925%;4,637%;0,944470;5,553%;0131;0,997526;2,548%;quick,medium,balanced;overall_geomean_score_p50;1,029702;1,039489;0,942%;0,944470;0,982549;3,876%;0,944581;0,971849;2,806%;7/7;0;271,809 ms;1,00%;0;0,982549;0,944470;3,876%;75610,000 ms (75,610 s);75897,000 ms (75,897 s);37150,551 ms (37,151 s);37871,028 ms (37,871 s);75021,579 ms (75,022 s);0,972104;0,997526;2,548%;0,247%;2,790%
snapshot;2026-03-22T10:27:01.871Z;0145;loser;0144;B04.S02.S03.S01.S03.S01;1;implementation: anchor 0144 sibling S01 BULK_COPY_THRESHOLD 512->640;medium;57,536 ms;54,050 ms;54,982 ms;46,843 ms;-1,712%;4,438%;0,945394;5,461%;0144;0,970767;-1,852%;quick,medium,balanced;overall_geomean_score_p50;1,051451;0,959697;-9,561%;0,945394;0,980134;3,544%;0,972411;0,972580;0,017%;7/7;0;278,231 ms;1,00%;0;0,980134;0,945394;3,544%;75791,000 ms (75,791 s);76081,000 ms (76,081 s);37813,659 ms (37,814 s);37353,394 ms (37,353 s);75167,053 ms (75,167 s);0,988744;0,970767;-1,852%;2,923%;1,126%
snapshot;2026-03-22T11:31:48.116Z;0146;loser;0145;B04.S02.S03.S01.S03.S01;2;replay: case4 insertion shift fast path (n=4) on threshold640 chain;medium;56,716 ms;55,419 ms;53,051 ms;49,978 ms;2,515%;6,462%;0,925120;7,488%;0144;0,927395;-3,934%;quick,medium,balanced;overall_geomean_score_p50;0,993830;0,907636;-9,497%;0,925120;0,891426;-3,780%;0,973981;0,985818;1,201%;7/7;0;305,115 ms;1,00%;0;0,891426;0,925120;-3,780%;75608,000 ms (75,608 s);75927,000 ms (75,927 s);37235,304 ms (37,235 s);37763,733 ms (37,764 s);74999,037 ms (74,999 s);0,963874;0,927395;-3,934%;7,261%;3,613%
snapshot;2026-03-22T11:33:25.667Z;0147;loser;0146;B04.S02.S03.S01.S03.S01;3;threshold sweep on S01 chain: BULK_COPY_THRESHOLD 640->832 with case4 n=4 path;medium;55,335 ms;52,865 ms;53,297 ms;48,624 ms;-2,099%;3,684%;0,951585;4,841%;0144;0,990204;0,616%;quick,medium,balanced;overall_geomean_score_p50;1,037874;1,028435;-0,918%;0,951585;0,974883;2,390%;0,965014;0,968377;0,347%;7/7;0;273,597 ms;1,00%;0;0,974883;0,951585;2,390%;74595,000 ms (74,595 s);74884,000 ms (74,884 s);37015,968 ms (37,016 s);36958,863 ms (36,959 s);73974,831 ms (73,975 s);0,984106;0,990204;0,616%;0,980%;1,589%
snapshot;2026-03-22T11:34:53.894Z;0148;loser;0147;B04.S02.S03.S01.S03.S01;4;guardrail recovery on S01 chain: BULK_COPY_THRESHOLD 832->768 with case4 n=4 path;medium;56,391 ms;52,171 ms;53,172 ms;50,369 ms;0,950%;5,709%;0,938480;6,152%;0144;0,948488;-2,770%;quick,medium,balanced;overall_geomean_score_p50;1,053326;0,922515;-14,180%;0,938480;0,962846;2,531%;0,936930;0,960651;2,469%;7/7;0;277,797 ms;1,00%;0;0,962846;0,938480;2,531%;76174,000 ms (76,174 s);76465,000 ms (76,465 s);37704,976 ms (37,705 s);37841,610 ms (37,842 s);75546,586 ms (75,547 s);0,974761;0,948488;-2,770%;5,151%;2,524%
snapshot;2026-03-22T11:36:19.479Z;0149;loser;0148;B04.S02.S03.S01.S03.S01;5;final S01-chain attempt: BULK_COPY_THRESHOLD 768->512 with case4 n=4 path;medium;57,469 ms;57,192 ms;53,876 ms;48,982 ms;0,425%;6,254%;0,946745;5,325%;0144;0,962424;-0,852%;quick,medium,balanced;overall_geomean_score_p50;1,012645;0,970798;-4,311%;0,946745;0,985167;3,900%;0,953808;0,932097;-2,329%;7/7;0;269,444 ms;1,00%;0;0,985167;0,946745;3,900%;75856,000 ms (75,856 s);76139,000 ms (76,139 s);37535,401 ms (37,535 s);37696,763 ms (37,697 s);75232,164 ms (75,232 s);0,970623;0,962424;-0,852%;3,758%;2,938%
snapshot;2026-03-22T11:51:00.926Z;0150;loser;0144;B04.S02.S03.S01.S03.S02;1;replay: disable copyWithin path on anchor 0144 (BULK_COPY_THRESHOLD 512->1000000);medium;57,154 ms;55,388 ms;53,739 ms;54,388 ms;-0,505%;5,975%;0,936969;6,303%;0144;0,955176;-2,286%;quick,medium,balanced;overall_geomean_score_p50;1,067594;0,969112;-10,162%;0,936969;0,932712;-0,456%;0,932321;0,964114;3,298%;7/7;0;276,934 ms;1,00%;0;0,932712;0,936969;-0,456%;75705,000 ms (75,705 s);75996,000 ms (75,996 s);37433,596 ms (37,434 s);37701,161 ms (37,701 s);75134,756 ms (75,135 s);0,977010;0,955176;-2,286%;4,482%;2,299%
snapshot;2026-03-22T11:52:30.740Z;0151;loser;0150;B04.S02.S03.S01.S03.S02;2;S02 moderation: BULK_COPY_THRESHOLD 1000000->2048 after copyWithin-disable replay;medium;56,322 ms;53,414 ms;54,212 ms;54,710 ms;0,793%;3,746%;0,964831;3,517%;0144;0,970931;0,172%;quick,medium,balanced;overall_geomean_score_p50;0,996015;1,039989;4,228%;0,964831;0,918492;-5,045%;0,947562;0,958208;1,111%;7/7;0;287,328 ms;1,00%;0;0,918492;0,964831;-5,045%;77096,000 ms (77,096 s);77397,000 ms (77,397 s);37638,041 ms (37,638 s);38878,865 ms (38,879 s);76516,906 ms (76,517 s);0,969263;0,970931;0,172%;2,907%;3,074%
snapshot;2026-03-22T11:53:57.971Z;0152;loser;0151;B04.S02.S03.S01.S03.S02;3;S02 rebalance: BULK_COPY_THRESHOLD 2048->1024;medium;58,892 ms;54,177 ms;57,943 ms;59,184 ms;-2,804%;1,610%;0,976050;2,395%;0144;0,996924;0,049%;quick,medium,balanced;overall_geomean_score_p50;1,061075;1,017283;-4,305%;0,976050;0,982303;0,637%;0,955286;0,991515;3,654%;7/7;0;268,627 ms;1,00%;0;0,982303;0,976050;0,637%;76167,000 ms (76,167 s);76449,000 ms (76,449 s);38114,310 ms (38,114 s);37415,381 ms (37,415 s);75529,691 ms (75,530 s);0,996438;0,996924;0,049%;0,308%;0,356%
snapshot;2026-03-22T11:55:26.752Z;0153;loser;0152;B04.S02.S03.S01.S03.S02;4;S02 quick-guardrail recovery: BULK_COPY_THRESHOLD 1024->768;medium;56,217 ms;51,513 ms;53,320 ms;50,710 ms;1,420%;5,152%;0,946591;5,341%;0144;0,988400;0,618%;quick,medium,balanced;overall_geomean_score_p50;1,039825;1,006606;-3,300%;0,946591;0,986435;4,039%;0,962945;0,972456;0,978%;7/7;0;266,261 ms;1,00%;0;0,986435;0,946591;4,039%;75621,000 ms (75,621 s);75902,000 ms (75,902 s);37417,692 ms (37,418 s);37592,878 ms (37,593 s);75010,570 ms (75,011 s);0,982294;0,988400;0,618%;1,160%;1,771%
