type;created_at;snapshot_id;status;parent;branch;depth;idea;benchmark_preset;native_avg;native_p50;timsort_avg;timsort_p50;delta_vs_immediate_parent_overall_score_p50;display_preset_improvement_vs_native_avg;preset_score_p50;display_preset_improvement_vs_native_p50;anchor_id;anchor_score_p50;delta_vs_anchor_score_p50;suite_presets;primary_metric;benchmark_flow;order_mode;ab_testing;warmup_enabled;warmup_runs_per_combination;preset_quick_score_p50;anchor_preset_quick_score_p50;delta_vs_anchor_preset_quick_score_p50;preset_medium_score_p50;anchor_preset_medium_score_p50;delta_vs_anchor_preset_medium_score_p50;preset_balanced_score_p50;anchor_preset_balanced_score_p50;delta_vs_anchor_preset_balanced_score_p50;passed;failed;total_ms;threshold;tests_failed;anchor_preset_score_p50;current_preset_score_p50;delta_vs_anchor_preset_score_p50;benchmark_step_total;iteration_total;suite_benchmark_current_total;suite_benchmark_parent_total;suite_benchmark_combined_total;overall_score_p50;anchor_overall_score_p50;delta_vs_anchor_overall_score_p50;anchor_improvement_vs_native_overall_p50;improvement_vs_native_overall_p50;reason;anchor;syntax_message
snapshot;2026-03-23T20:38:17.108Z;0101;loser;0100;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03.S03;3;B03...S03.S03 depth3: restore BULK_COPY_THRESHOLD 896->928 with minMerge86;medium;61,018 ms;62,218 ms;58,355 ms;62,283 ms;1,410%;4,364%;0,930563;6,944%;0088;0,960419;0,829%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,931221;0,956778;2,671%;0,930563;0,938446;0,840%;0,997098;0,986647;-1,059%;7/7;0;366,554 ms;1,00%;0;0,938446;0,930563;0,840%;77925,000 ms (77,925 s);78308,000 ms (78,308 s);17558,903 ms (17,559 s);17655,940 ms (17,656 s);53395,746 ms (53,396 s);0,952457;0,960419;0,829%;3,958%;4,754%;;;
snapshot;2026-03-23T20:40:01.038Z;0102;loser;0101;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03.S03;4;B03...S03.S03 depth4: raise DEFAULT_MIN_GALLOPING 7->8 for balanced guardrail;medium;59,947 ms;60,406 ms;57,407 ms;57,246 ms;-4,058%;4,237%;0,983490;1,651%;0088;0,971663;-2,001%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;1,009009;0,968287;-4,206%;0,983490;0,963674;-2,056%;0,981059;0,983135;0,211%;7/7;0;398,788 ms;1,00%;0;0,963674;0,983490;-2,056%;77667,000 ms (77,667 s);78081,000 ms (78,081 s);17602,471 ms (17,602 s);17550,003 ms (17,550 s);53425,532 ms (53,426 s);0,991106;0,971663;-2,001%;2,834%;0,889%;;;
snapshot;2026-03-23T20:41:43.661Z;0103;loser;0102;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S02.S03.S03;5;B03...S03.S03 depth5: final lower DEFAULT_MIN_MERGE 86->84;medium;60,614 ms;64,500 ms;57,527 ms;56,809 ms;3,542%;5,092%;0,970577;2,942%;0088;0,959553;0,371%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,949037;0,938089;-1,167%;0,970577;0,983912;1,355%;0,948540;0,957208;0,906%;7/7;0;377,091 ms;1,00%;0;0,983912;0,970577;1,355%;77659,000 ms (77,659 s);78050,000 ms (78,050 s);17584,619 ms (17,585 s);17648,586 ms (17,649 s);53760,089 ms (53,760 s);0,955997;0,959553;0,371%;4,045%;4,400%;;;
snapshot;2026-03-23T20:43:40.107Z;0104;loser;0070;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S03;1;B03...S03 depth1: sibling sweep DEFAULT_MIN_MERGE 72->76;medium;60,661 ms;58,799 ms;57,485 ms;59,896 ms;0,622%;5,235%;0,936639;6,336%;0070;0,937393;-0,418%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,928002;0,917942;-1,096%;0,936639;0,936499;-0,015%;0,959574;0,958169;-0,147%;7/7;0;393,841 ms;1,00%;0;0,936499;0,936639;-0,015%;77835,000 ms (77,835 s);78242,000 ms (78,242 s);17532,919 ms (17,533 s);17488,097 ms (17,488 s);53498,181 ms (53,498 s);0,941311;0,937393;-0,418%;6,261%;5,869%;;;
snapshot;2026-03-23T20:46:16.704Z;0105;loser;0104;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S03;2;implementation: threshold sweep BULK_COPY_THRESHOLD 960->1024;medium;61,005 ms;60,889 ms;58,796 ms;54,025 ms;-0,843%;3,621%;0,940781;5,922%;0070;0,946784;-0,260%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,940843;0,926360;-1,563%;0,940781;0,943665;0,306%;0,966332;0,970859;0,466%;7/7;0;391,408 ms;1,00%;0;0,943665;0,940781;0,306%;79155,000 ms (79,155 s);79561,000 ms (79,561 s);17895,981 ms (17,896 s);17927,693 ms (17,928 s);54404,859 ms (54,405 s);0,949243;0,946784;-0,260%;5,322%;5,076%;;;
snapshot;2026-03-23T20:48:10.666Z;0106;loser;0105;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S03;3;implementation: add tiny copyFromBuffer fast path for count<=4;medium;59,780 ms;59,605 ms;57,283 ms;54,315 ms;-1,828%;4,176%;0,961906;3,809%;0070;0,976605;1,025%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,937595;0,937904;0,033%;0,961906;1,006659;4,446%;1,001340;0,986545;-1,500%;7/7;0;364,236 ms;1,00%;0;1,006659;0,961906;4,446%;77076,000 ms (77,076 s);77454,000 ms (77,454 s);17546,320 ms (17,546 s);17433,607 ms (17,434 s);52964,545 ms (52,965 s);0,966592;0,976605;1,025%;2,339%;3,341%;;;
snapshot;2026-03-23T20:49:54.161Z;0107;loser;0106;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S03;4;implementation: keep tiny copyFromBuffer path and revert BULK_COPY_THRESHOLD 1024->960;medium;59,596 ms;56,740 ms;56,955 ms;54,526 ms;1,475%;4,431%;0,954612;4,539%;0070;0,953027;0,073%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,909064;0,914960;0,644%;0,954612;0,976571;2,249%;0,995283;0,968743;-2,740%;7/7;0;376,033 ms;1,00%;0;0,976571;0,954612;2,249%;80882,000 ms (80,882 s);81271,000 ms (81,271 s);18625,615 ms (18,626 s);18454,271 ms (18,454 s);56350,233 ms (56,350 s);0,952334;0,953027;0,073%;4,697%;4,767%;;;
snapshot;2026-03-23T20:51:30.916Z;0108;loser;0107;B03.S01.S01.S03.S02.S01.S01.S02.S01.S01.S03;5;implementation: keep tiny copy path and tune DEFAULT_MIN_GALLOPING 7->6;medium;60,833 ms;62,672 ms;57,702 ms;55,494 ms;1,885%;5,147%;0,932787;6,721%;0070;0,931100;-0,352%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,918528;0,913536;-0,547%;0,932787;0,928735;-0,436%;0,952130;0,951419;-0,075%;7/7;0;380,886 ms;1,00%;0;0,928735;0,932787;-0,436%;78615,000 ms (78,615 s);79012,000 ms (79,012 s);17690,199 ms (17,690 s);17674,817 ms (17,675 s);54082,911 ms (54,083 s);0,934381;0,931100;-0,352%;6,890%;6,562%;;;
snapshot;2026-03-23T20:53:19.447Z;0109;loser;0066;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02;1;implementation: sibling from 0066 lower BULK_COPY_THRESHOLD 960->896;medium;61,875 ms;64,772 ms;57,290 ms;59,328 ms;3,498%;7,410%;0,929296;7,070%;0066;0,928521;-0,749%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,912690;0,885944;-3,019%;0,929296;0,940569;1,199%;0,965209;0,960680;-0,471%;7/7;0;378,581 ms;1,00%;0;0,940569;0,929296;1,199%;78704,000 ms (78,704 s);79095,000 ms (79,095 s);17537,694 ms (17,538 s);17653,600 ms (17,654 s);54044,450 ms (54,044 s);0,935476;0,928521;-0,749%;7,148%;6,452%;;;
snapshot;2026-03-23T20:54:58.159Z;0110;loser;0109;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02;2;implementation: with threshold896 tune DEFAULT_MIN_GALLOPING 7->8;medium;61,713 ms;61,450 ms;59,823 ms;56,575 ms;-3,416%;3,063%;0,932203;6,780%;0066;0,968648;0,126%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,993465;1,002343;0,886%;0,932203;0,944413;1,293%;0,977681;0,960106;-1,830%;7/7;0;390,236 ms;1,00%;0;0,944413;0,932203;1,293%;78849,000 ms (78,849 s);79269,000 ms (79,269 s);17924,373 ms (17,924 s);17801,136 ms (17,801 s);54365,140 ms (54,365 s);0,967431;0,968648;0,126%;3,135%;3,257%;;;
snapshot;2026-03-23T20:56:36.162Z;0111;loser;0110;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02;3;implementation: with threshold896+gallop8 tune DEFAULT_MIN_MERGE 72->68;medium;64,619 ms;66,968 ms;61,583 ms;62,306 ms;-0,280%;4,699%;0,958187;4,181%;0066;0,959230;-1,138%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,974158;0,967227;-0,717%;0,958187;0,937387;-2,219%;0,978200;0,973466;-0,486%;7/7;0;361,078 ms;1,00%;0;0,937387;0,958187;-2,219%;80309,000 ms (80,309 s);80685,000 ms (80,685 s);18313,158 ms (18,313 s);18080,974 ms (18,081 s);55427,769 ms (55,428 s);0,970143;0,959230;-1,138%;4,077%;2,986%;;;
snapshot;2026-03-23T20:58:12.666Z;0112;loser;0111;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02;4;implementation: revert DEFAULT_MIN_MERGE 68->72 under threshold896+gallop8;medium;60,659 ms;62,462 ms;57,021 ms;54,740 ms;1,174%;5,997%;0,951581;4,842%;0066;0,965105;0,658%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,951039;0,956272;0,547%;0,951581;0,967056;1,600%;0,973806;0,972053;-0,180%;7/7;0;416,895 ms;1,00%;0;0,967056;0,951581;1,600%;78596,000 ms (78,596 s);79025,000 ms (79,025 s);17720,982 ms (17,721 s);17759,210 ms (17,759 s);54083,364 ms (54,083 s);0,958750;0,965105;0,658%;3,490%;4,125%;;;
snapshot;2026-03-23T20:59:51.946Z;0113;winner;0112;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02;5;implementation: final S02 probe lower BULK_COPY_THRESHOLD 896->832;medium;60,518 ms;60,259 ms;58,188 ms;58,501 ms;3,722%;3,849%;0,960833;3,917%;0066;0,940625;1,867%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,859570;0,896125;4,079%;0,960833;0,961223;0,041%;0,952294;0,966176;1,437%;7/7;0;426,028 ms;1,00%;0;0,961223;0,960833;0,041%;78089,000 ms (78,089 s);78527,000 ms (78,527 s);17657,676 ms (17,658 s);17642,808 ms (17,643 s);53828,809 ms (53,829 s);0,923067;0,940625;1,867%;5,938%;7,693%;;;
snapshot;2026-03-23T21:01:41.852Z;0114;winner;0113;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S01;1;implementation: child from 0113 lower BULK_COPY_THRESHOLD 832->768;medium;58,670 ms;59,037 ms;55,707 ms;50,998 ms;-3,314%;5,050%;0,945055;5,494%;0113;0,965525;1,229%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,954962;0,964176;0,956%;0,945055;0,949720;0,491%;0,961032;0,982966;2,231%;7/7;0;356,318 ms;1,00%;0;0,949720;0,945055;0,491%;75878,000 ms (75,878 s);76247,000 ms (76,247 s);16937,425 ms (16,937 s);17317,557 ms (17,318 s);52035,942 ms (52,036 s);0,953661;0,965525;1,229%;3,447%;4,634%;;;
snapshot;2026-03-23T21:03:16.220Z;0115;loser;0114;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S01.S01;1;implementation: child from 0114 lower BULK_COPY_THRESHOLD 768->704;medium;59,435 ms;58,170 ms;55,585 ms;51,714 ms;-2,282%;6,476%;0,928390;7,161%;0114;0,963779;-1,208%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;1,026305;0,992705;-3,385%;0,928390;0,939958;1,231%;0,974022;0,959410;-1,523%;7/7;0;357,971 ms;1,00%;0;0,939958;0,928390;1,231%;75073,000 ms (75,073 s);75447,000 ms (75,447 s);17072,361 ms (17,072 s);16867,869 ms (16,868 s);51583,307 ms (51,583 s);0,975421;0,963779;-1,208%;3,622%;2,458%;;;
snapshot;2026-03-23T21:04:54.402Z;0116;loser;0115;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S01.S01;2;implementation: with threshold704 tune DEFAULT_MIN_GALLOPING 8->9;medium;61,840 ms;62,164 ms;57,299 ms;58,546 ms;4,143%;7,343%;0,946650;5,335%;0114;0,932085;-0,313%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,912312;0,911167;-0,126%;0,946650;0,936122;-1,125%;0,946474;0,949372;0,305%;7/7;0;385,434 ms;1,00%;0;0,936122;0,946650;-1,125%;77549,000 ms (77,549 s);77949,000 ms (77,949 s);17326,786 ms (17,327 s);17383,050 ms (17,383 s);53311,199 ms (53,311 s);0,935005;0,932085;-0,313%;6,791%;6,500%;;;
snapshot;2026-03-23T21:06:28.526Z;0117;loser;0116;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S01.S01;3;implementation: with threshold704+gallop9 tune DEFAULT_MIN_MERGE 72->76;medium;59,670 ms;62,597 ms;55,943 ms;53,246 ms;-2,773%;6,246%;0,945282;5,472%;0114;0,941152;-2,101%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,978901;0,918443;-6,583%;0,945282;0,948924;0,384%;0,958899;0,956524;-0,248%;7/7;0;355,705 ms;1,00%;0;0,948924;0,945282;0,384%;76741,000 ms (76,741 s);77110,000 ms (77,110 s);17427,724 ms (17,428 s);17176,157 ms (17,176 s);52869,804 ms (52,870 s);0,960928;0,941152;-2,101%;5,885%;3,907%;;;
snapshot;2026-03-23T21:08:05.391Z;0118;loser;0117;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S01.S01;4;implementation: with minMerge76+gallop9 tune BULK_COPY_THRESHOLD 704->736;medium;58,102 ms;62,309 ms;55,062 ms;53,447 ms;-0,034%;5,232%;0,961380;3,862%;0114;0,968079;0,705%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,937875;0,966209;2,933%;0,961380;0,956559;-0,504%;0,985098;0,981633;-0,353%;7/7;0;357,431 ms;1,00%;0;0,956559;0,961380;-0,504%;75162,000 ms (75,162 s);75532,000 ms (75,532 s);16843,532 ms (16,844 s);16980,759 ms (16,981 s);51561,677 ms (51,562 s);0,961257;0,968079;0,705%;3,192%;3,874%;;;
snapshot;2026-03-23T21:09:41.963Z;0119;loser;0118;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S01.S01;5;implementation: final S01 probe revert DEFAULT_MIN_MERGE 76->72 with threshold736+gallop9;medium;58,212 ms;58,287 ms;56,833 ms;56,243 ms;-2,898%;2,368%;0,992458;0,754%;0114;0,985786;-0,338%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,992943;1,014144;2,091%;0,992458;0,961807;-3,187%;0,981985;0,982110;0,013%;7/7;0;355,654 ms;1,00%;0;0,961807;0,992458;-3,187%;76082,000 ms (76,082 s);76451,000 ms (76,451 s);17360,109 ms (17,360 s);17266,965 ms (17,267 s);52474,772 ms (52,475 s);0,989115;0,985786;-0,338%;1,421%;1,088%;;;
snapshot;2026-03-23T21:11:18.320Z;0120;loser;0114;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S01.S02;1;implementation: sibling from 0114 raise BULK_COPY_THRESHOLD 768->800;medium;58,030 ms;59,783 ms;55,629 ms;52,451 ms;-1,223%;4,138%;0,968382;3,162%;0114;0,958281;-0,735%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,946702;0,945664;-0,110%;0,968382;0,969883;0,155%;0,981194;0,959451;-2,266%;7/7;0;376,503 ms;1,00%;0;0,969883;0,968382;0,155%;75977,000 ms (75,977 s);76367,000 ms (76,367 s);17306,871 ms (17,307 s);17204,644 ms (17,205 s);52385,537 ms (52,386 s);0,965321;0,958281;-0,735%;4,172%;3,468%;;;
snapshot;2026-03-23T21:12:52.313Z;0121;loser;0120;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S01.S02;2;implementation: with threshold800 tune DEFAULT_MIN_GALLOPING 8->9;medium;57,978 ms;56,739 ms;54,695 ms;53,909 ms;1,320%;5,663%;0,953657;4,634%;0114;0,961373;0,915%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,943170;0,959378;1,689%;0,953657;0,955703;0,214%;0,960980;0,969087;0,837%;7/7;0;366,326 ms;1,00%;0;0,955703;0,953657;0,214%;74949,000 ms (74,949 s);75329,000 ms (75,329 s);16737,686 ms (16,738 s);16822,653 ms (16,823 s);51273,400 ms (51,273 s);0,952575;0,961373;0,915%;3,863%;4,743%;;;
snapshot;2026-03-23T21:14:37.753Z;0122;loser;0121;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S01.S02;3;implementation: with gallop9 tune BULK_COPY_THRESHOLD 800->784;medium;58,192 ms;59,128 ms;55,944 ms;54,261 ms;0,750%;3,864%;0,960151;3,985%;0114;0,934779;-1,140%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,918063;0,901945;-1,787%;0,960151;0,954318;-0,611%;0,958688;0,948973;-1,024%;7/7;0;408,542 ms;1,00%;0;0,954318;0,960151;-0,611%;75409,000 ms (75,409 s);75831,000 ms (75,831 s);17101,693 ms (17,102 s);16869,020 ms (16,869 s);51674,882 ms (51,675 s);0,945431;0,934779;-1,140%;6,522%;5,457%;;;
snapshot;2026-03-23T21:16:10.600Z;0123;loser;0122;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S01.S02;4;implementation: with threshold784 tune DEFAULT_MIN_GALLOPING 9->10;medium;58,868 ms;63,633 ms;55,991 ms;58,229 ms;-3,952%;4,886%;0,949246;5,075%;0114;0,972369;-1,072%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;1,020646;0,994298;-2,650%;0,949246;0,954071;0,506%;0,979803;0,969163;-1,098%;7/7;0;353,989 ms;1,00%;0;0,954071;0,949246;0,506%;76707,000 ms (76,707 s);77073,000 ms (77,073 s);17443,442 ms (17,443 s);17330,096 ms (17,330 s);52731,592 ms (52,732 s);0,982798;0,972369;-1,072%;2,763%;1,720%;;;
snapshot;2026-03-23T21:17:46.046Z;0124;loser;0123;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S01.S02;5;implementation: final S02 probe with gallop10+threshold784 tune DEFAULT_MIN_MERGE 72->68;medium;58,320 ms;58,166 ms;55,917 ms;57,511 ms;2,371%;4,120%;0,965139;3,486%;0114;0,950925;-0,901%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,943321;0,947837;0,476%;0,965139;0,952326;-1,345%;0,970241;0,952621;-1,850%;7/7;0;412,421 ms;1,00%;0;0,952326;0,965139;-1,345%;75590,000 ms (75,590 s);76015,000 ms (76,015 s);17011,182 ms (17,011 s);16949,754 ms (16,950 s);51823,584 ms (51,824 s);0,959496;0,950925;-0,901%;4,907%;4,050%;;;
snapshot;2026-03-23T21:19:32.388Z;0125;loser;0114;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S01.S03;1;implementation: third sibling from 0114 raise BULK_COPY_THRESHOLD 768->832;medium;59,238 ms;56,476 ms;57,664 ms;55,231 ms;-1,333%;2,658%;0,966699;3,330%;0114;0,955999;-1,085%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,954394;0,923179;-3,381%;0,966699;0,967412;0,074%;0,978175;0,978307;0,013%;7/7;0;397,559 ms;1,00%;0;0,967412;0,966699;0,074%;76225,000 ms (76,225 s);76635,000 ms (76,635 s);17286,092 ms (17,286 s);17184,568 ms (17,185 s);52368,305 ms (52,368 s);0,966374;0,955999;-1,085%;4,400%;3,363%;;;
snapshot;2026-03-23T21:21:58.329Z;0126;loser;0125;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S01.S03;2;implementation: with threshold832 tune DEFAULT_MIN_GALLOPING 8->9;medium;60,208 ms;60,835 ms;57,562 ms;60,735 ms;0,742%;4,395%;0,952782;4,722%;0114;0,950067;-0,961%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,930304;0,914283;-1,752%;0,952782;0,958506;0,597%;0,995656;0,978560;-1,747%;7/7;0;353,092 ms;1,00%;0;0,958506;0,952782;0,597%;75974,000 ms (75,974 s);76339,000 ms (76,339 s);17415,693 ms (17,416 s);17170,704 ms (17,171 s);52448,533 ms (52,449 s);0,959200;0,950067;-0,961%;4,993%;4,080%;;;
snapshot;2026-03-23T22:09:16.369Z;0127;loser;0126;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S01.S03;3;implementation: add tiny copyFromBuffer fast path for count<=4 (no ping-pong);medium;60,989 ms;57,396 ms;57,989 ms;54,780 ms;0,919%;4,919%;0,943618;5,638%;0114;0,957662;0,760%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,926397;0,924612;-0,193%;0,943618;0,967235;2,442%;0,981982;0,982076;0,010%;7/7;0;363,971 ms;1,00%;0;0,967235;0,943618;2,442%;80498,000 ms (80,498 s);80875,000 ms (80,875 s);18179,354 ms (18,179 s);18164,729 ms (18,165 s);55219,431 ms (55,219 s);0,950384;0,957662;0,760%;4,234%;4,962%;;;
snapshot;2026-03-23T22:10:50.985Z;0128;loser;0127;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S01.S03;4;implementation: copyWithin only for backward large-range moves + tiny copy path;medium;59,770 ms;59,312 ms;57,784 ms;59,627 ms;0,380%;3,323%;1,007903;-0,790%;0114;0,954805;0,841%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,883492;0,925239;4,512%;1,007903;0,990814;-1,725%;0,953055;0,949506;-0,374%;7/7;0;363,171 ms;1,00%;0;0,990814;1,007903;-1,725%;77754,000 ms (77,754 s);78132,000 ms (78,132 s);17537,547 ms (17,538 s);17517,944 ms (17,518 s);53519,485 ms (53,519 s);0,946774;0,954805;0,841%;4,520%;5,323%;;;
snapshot;2026-03-23T22:12:21.456Z;0129;loser;0128;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S01.S03;5;implementation: bitmask unroll limit in copyFromBuffer (count & ~7), no ping-pong;medium;59,795 ms;60,686 ms;57,728 ms;57,167 ms;-2,450%;3,456%;0,959621;4,038%;0114;0,959922;-1,047%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,998338;0,968689;-3,061%;0,959621;0,953337;-0,659%;0,952585;0,957806;0,545%;7/7;0;424,449 ms;1,00%;0;0,953337;0,959621;-0,659%;77095,000 ms (77,095 s);77536,000 ms (77,536 s);17413,496 ms (17,413 s);17377,582 ms (17,378 s);53028,801 ms (53,029 s);0,969975;0,959922;-1,047%;4,008%;3,003%;;;
snapshot;2026-03-23T22:14:06.280Z;0130;loser;0113;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S02;1;implementation: sibling from 0113 increase DEFAULT_TMP_STORAGE_LENGTH 256->384 (no ping-pong);medium;58,698 ms;59,580 ms;57,329 ms;57,529 ms;-5,317%;2,332%;0,962006;3,799%;0113;0,963020;-0,948%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,988034;0,933411;-5,852%;0,962006;0,982292;2,065%;0,966610;0,974075;0,766%;7/7;0;349,973 ms;1,00%;0;0,982292;0,962006;2,065%;77214,000 ms (77,214 s);77579,000 ms (77,579 s);17492,602 ms (17,493 s);17611,681 ms (17,612 s);53177,631 ms (53,178 s);0,972151;0,963020;-0,948%;3,698%;2,785%;;;
snapshot;2026-03-23T22:15:37.313Z;0131;loser;0130;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S02;2;implementation: with tmp384 increase MAX_TIMSORT_STATE_POOL_SIZE 1->2;medium;60,229 ms;61,109 ms;57,223 ms;56,225 ms;-0,204%;4,992%;0,949209;5,079%;0113;0,974318;0,019%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,983200;0,962858;-2,113%;0,949209;0,974004;2,546%;0,990496;0,986232;-0,432%;7/7;0;362,843 ms;1,00%;0;0,974004;0,949209;2,546%;78018,000 ms (78,018 s);78394,000 ms (78,394 s);17657,417 ms (17,657 s);17617,118 ms (17,617 s);53527,295 ms (53,527 s);0,974134;0,974318;0,019%;2,568%;2,587%;;;
snapshot;2026-03-23T22:17:07.549Z;0132;loser;0131;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S02;3;implementation: with tmp384+pool2 raise MAX_POOLED_TMP_LENGTH factor 64->96;medium;60,054 ms;59,229 ms;58,181 ms;55,137 ms;0,260%;3,119%;0,977645;2,236%;0113;0,957128;-1,512%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,951633;0,927872;-2,561%;0,977645;0,977405;-0,024%;0,985855;0,966824;-1,968%;7/7;0;398,673 ms;1,00%;0;0,977405;0,977645;-0,024%;77732,000 ms (77,732 s);78145,000 ms (78,145 s);17725,108 ms (17,725 s);17478,416 ms (17,478 s);53348,864 ms (53,349 s);0,971601;0,957128;-1,512%;4,287%;2,840%;;;
snapshot;2026-03-23T22:18:38.582Z;0133;loser;0132;B03.S01.S01.S03.S02.S01.S01.S02.S01.S02.S02;4;implementation: add tiny copyFromBuffer fast path on tmp384/pool2 branch;medium;60,445 ms;63,593 ms;56,494 ms;57,822 ms;3,648%;6,537%;0,933479;6,652%;0113;0,945547;0,993%;quick,medium,balanced;overall_geomean_score_p50;shared_preset_session_native_anchor_candidate;alternate;off;on;1;0,924572;0,927417;0,307%;0,933479;0,945469;1,268%;0,950616;0,964110;1,400%;7/7;0;372,626 ms;1,00%;0;0,945469;0,933479;1,268%;76937,000 ms (76,937 s);77323,000 ms (77,323 s);17330,663 ms (17,331 s);17379,248 ms (17,379 s);52902,411 ms (52,902 s);0,936160;0,945547;0,993%;5,445%;6,384%;;;
